2026-07-03 02:19:08	cid=1	cas=14992-62-2	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=14992-62-2&Units=SI&Mask=480	reason=nist_not_found	message=
2026-07-03 02:38:53	cid=311	cas=77-92-9	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C77929&Index=9&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:38:53	cid=311	cas=77-92-9	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=77-92-9&Units=SI&Mask=480	reason=all_jcamp_downloads_failed	message=ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404
2026-07-03 02:38:54	cid=314	cas=686299-78-5	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=686299-78-5&Units=SI&Mask=480	reason=nist_not_found	message=
2026-07-03 02:38:54	cid=315	cas=	modality=	url=	reason=not_found	message=pubchem_synonyms_404
2026-07-03 02:38:54	cid=316	cas=	modality=	url=	reason=not_found	message=no_cas_in_synonyms
2026-07-03 02:38:54	cid=317	cas=31416-98-5	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=31416-98-5&Units=SI&Mask=480	reason=nist_not_found	message=
2026-07-03 02:38:55	cid=320	cas=	modality=	url=	reason=not_found	message=no_cas_in_synonyms
2026-07-03 02:38:55	cid=321	cas=2624-63-7	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=2624-63-7&Units=SI&Mask=480	reason=nist_not_found	message=
2026-07-03 02:38:56	cid=322	cas=7400-08-0	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=7400-08-0&Units=SI&Mask=480	reason=no_jcamp_links	message=
2026-07-03 02:38:57	cid=323	cas=91-64-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=1&Type=IR	reason=download_http_404	message=
2026-07-03 02:38:57	cid=323	cas=91-64-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=2&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:01	cid=323	cas=91-64-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=3&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:05	cid=323	cas=91-64-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=4&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:05	cid=323	cas=91-64-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=5&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:09	cid=323	cas=91-64-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=6&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:13	cid=323	cas=91-64-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=7&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:13	cid=323	cas=91-64-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=8&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:17	cid=323	cas=91-64-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=9&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:21	cid=323	cas=91-64-5	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=1&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:39:21	cid=323	cas=91-64-5	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=2&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:39:25	cid=323	cas=91-64-5	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=3&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:39:29	cid=323	cas=91-64-5	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=4&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:39:30	cid=323	cas=91-64-5	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=5&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:39:34	cid=323	cas=91-64-5	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=6&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:39:37	cid=323	cas=91-64-5	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=7&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:39:38	cid=323	cas=91-64-5	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=8&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:39:42	cid=323	cas=91-64-5	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C91645&Index=9&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:39:42	cid=323	cas=91-64-5	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=91-64-5&Units=SI&Mask=480	reason=all_jcamp_downloads_failed	message=ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404
2026-07-03 02:39:43	cid=325	cas=536-60-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C536607&Index=1&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:43	cid=325	cas=536-60-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C536607&Index=2&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:43	cid=325	cas=536-60-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C536607&Index=3&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:44	cid=325	cas=536-60-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C536607&Index=4&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:54	cid=325	cas=536-60-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C536607&Index=5&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:54	cid=325	cas=536-60-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C536607&Index=6&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:54	cid=325	cas=536-60-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C536607&Index=7&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:55	cid=325	cas=536-60-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C536607&Index=8&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:55	cid=325	cas=536-60-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C536607&Index=9&Type=IR	reason=download_http_404	message=
2026-07-03 02:39:55	cid=325	cas=536-60-7	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=536-60-7&Units=SI&Mask=480	reason=all_jcamp_downloads_failed	message=ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404
2026-07-03 02:39:59	cid=326	cas=122-03-2	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C122032&Index=2&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:00	cid=326	cas=122-03-2	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C122032&Index=3&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:00	cid=326	cas=122-03-2	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C122032&Index=4&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:10	cid=326	cas=122-03-2	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C122032&Index=5&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:11	cid=326	cas=122-03-2	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C122032&Index=6&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:11	cid=326	cas=122-03-2	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C122032&Index=7&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:11	cid=326	cas=122-03-2	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C122032&Index=8&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:12	cid=326	cas=122-03-2	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C122032&Index=9&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:12	cid=326	cas=122-03-2	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=122-03-2&Units=SI&Mask=480	reason=all_jcamp_downloads_failed	message=ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404
2026-07-03 02:40:12	cid=328	cas=1198-84-1	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=1198-84-1&Units=SI&Mask=480	reason=nist_not_found	message=
2026-07-03 02:40:13	cid=329	cas=86316-83-8	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=86316-83-8&Units=SI&Mask=480	reason=nist_not_found	message=
2026-07-03 02:40:13	cid=330	cas=	modality=	url=	reason=not_found	message=no_cas_in_synonyms
2026-07-03 02:40:13	cid=331	cas=17027-83-7	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=17027-83-7&Units=SI&Mask=480	reason=nist_not_found	message=
2026-07-03 02:40:18	cid=332	cas=7786-61-0	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C7786610&Index=1&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:18	cid=332	cas=7786-61-0	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C7786610&Index=2&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:18	cid=332	cas=7786-61-0	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C7786610&Index=3&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:29	cid=332	cas=7786-61-0	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C7786610&Index=4&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:29	cid=332	cas=7786-61-0	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C7786610&Index=5&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:29	cid=332	cas=7786-61-0	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C7786610&Index=6&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:30	cid=332	cas=7786-61-0	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C7786610&Index=7&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:30	cid=332	cas=7786-61-0	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C7786610&Index=8&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:40	cid=332	cas=7786-61-0	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C7786610&Index=9&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:40	cid=332	cas=7786-61-0	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=7786-61-0&Units=SI&Mask=480	reason=all_jcamp_downloads_failed	message=ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404
2026-07-03 02:40:40	cid=333	cas=	modality=	url=	reason=not_found	message=no_cas_in_synonyms
2026-07-03 02:40:41	cid=334	cas=	modality=	url=	reason=not_found	message=no_cas_in_synonyms
2026-07-03 02:40:41	cid=335	cas=95-48-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=4&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:42	cid=335	cas=95-48-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=5&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:42	cid=335	cas=95-48-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=6&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:42	cid=335	cas=95-48-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=7&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:53	cid=335	cas=95-48-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=8&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:53	cid=335	cas=95-48-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=9&Type=IR	reason=download_http_404	message=
2026-07-03 02:40:53	cid=335	cas=95-48-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=1&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:40:54	cid=335	cas=95-48-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=2&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:40:54	cid=335	cas=95-48-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=3&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:04	cid=335	cas=95-48-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=4&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:04	cid=335	cas=95-48-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=5&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:05	cid=335	cas=95-48-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=6&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:05	cid=335	cas=95-48-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=7&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:05	cid=335	cas=95-48-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=8&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:16	cid=335	cas=95-48-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C95487&Index=9&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:16	cid=335	cas=95-48-7	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=95-48-7&Units=SI&Mask=480	reason=all_jcamp_downloads_failed	message=ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404
2026-07-03 02:41:16	cid=336	cas=10346-27-7	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=10346-27-7&Units=SI&Mask=480	reason=nist_not_found	message=
2026-07-03 02:41:17	cid=337	cas=1380080-16-9	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=1380080-16-9&Units=SI&Mask=480	reason=nist_not_found	message=
2026-07-03 02:41:17	cid=338	cas=69-72-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C69727&Index=5&Type=IR	reason=download_http_404	message=
2026-07-03 02:41:18	cid=338	cas=69-72-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C69727&Index=6&Type=IR	reason=download_http_404	message=
2026-07-03 02:41:18	cid=338	cas=69-72-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C69727&Index=7&Type=IR	reason=download_http_404	message=
2026-07-03 02:41:18	cid=338	cas=69-72-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C69727&Index=8&Type=IR	reason=download_http_404	message=
2026-07-03 02:41:29	cid=338	cas=69-72-7	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C69727&Index=9&Type=IR	reason=download_http_404	message=
2026-07-03 02:41:29	cid=338	cas=69-72-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C69727&Index=1&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:29	cid=338	cas=69-72-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C69727&Index=2&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:30	cid=338	cas=69-72-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C69727&Index=3&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:30	cid=338	cas=69-72-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C69727&Index=4&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:40	cid=338	cas=69-72-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C69727&Index=5&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:41	cid=338	cas=69-72-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C69727&Index=6&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:41	cid=338	cas=69-72-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C69727&Index=7&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:41	cid=338	cas=69-72-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C69727&Index=8&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:42	cid=338	cas=69-72-7	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C69727&Index=9&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:41:42	cid=338	cas=69-72-7	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=69-72-7&Units=SI&Mask=480	reason=all_jcamp_downloads_failed	message=ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404
2026-07-03 02:41:42	cid=339	cas=2041-14-7	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=2041-14-7&Units=SI&Mask=480	reason=nist_not_found	message=
2026-07-03 02:41:46	cid=340	cas=488-17-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C488175&Index=1&Type=IR	reason=download_http_404	message=
2026-07-03 02:41:47	cid=340	cas=488-17-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C488175&Index=2&Type=IR	reason=download_http_404	message=
2026-07-03 02:41:47	cid=340	cas=488-17-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C488175&Index=3&Type=IR	reason=download_http_404	message=
2026-07-03 02:41:57	cid=340	cas=488-17-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C488175&Index=4&Type=IR	reason=download_http_404	message=
2026-07-03 02:41:58	cid=340	cas=488-17-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C488175&Index=5&Type=IR	reason=download_http_404	message=
2026-07-03 02:41:58	cid=340	cas=488-17-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C488175&Index=6&Type=IR	reason=download_http_404	message=
2026-07-03 02:41:58	cid=340	cas=488-17-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C488175&Index=7&Type=IR	reason=download_http_404	message=
2026-07-03 02:41:59	cid=340	cas=488-17-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C488175&Index=8&Type=IR	reason=download_http_404	message=
2026-07-03 02:42:09	cid=340	cas=488-17-5	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C488175&Index=9&Type=IR	reason=download_http_404	message=
2026-07-03 02:42:09	cid=340	cas=488-17-5	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=488-17-5&Units=SI&Mask=480	reason=all_jcamp_downloads_failed	message=ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404
2026-07-03 02:42:09	cid=341	cas=536-08-3	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=536-08-3&Units=SI&Mask=480	reason=nist_not_found	message=
2026-07-03 02:42:10	cid=342	cas=108-39-4	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=3&Type=IR	reason=download_http_404	message=
2026-07-03 02:42:11	cid=342	cas=108-39-4	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=4&Type=IR	reason=download_http_404	message=
2026-07-03 02:42:11	cid=342	cas=108-39-4	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=5&Type=IR	reason=download_http_404	message=
2026-07-03 02:42:11	cid=342	cas=108-39-4	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=6&Type=IR	reason=download_http_404	message=
2026-07-03 02:42:21	cid=342	cas=108-39-4	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=7&Type=IR	reason=download_http_404	message=
2026-07-03 02:42:22	cid=342	cas=108-39-4	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=8&Type=IR	reason=download_http_404	message=
2026-07-03 02:42:22	cid=342	cas=108-39-4	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=9&Type=IR	reason=download_http_404	message=
2026-07-03 02:42:22	cid=342	cas=108-39-4	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=1&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:42:23	cid=342	cas=108-39-4	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=2&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:42:33	cid=342	cas=108-39-4	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=3&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:42:33	cid=342	cas=108-39-4	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=4&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:42:34	cid=342	cas=108-39-4	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=5&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:42:34	cid=342	cas=108-39-4	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=6&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:42:34	cid=342	cas=108-39-4	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=7&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:42:45	cid=342	cas=108-39-4	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=8&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:42:45	cid=342	cas=108-39-4	modality=uvvis	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C108394&Index=9&Type=UVVis	reason=download_http_404	message=
2026-07-03 02:42:45	cid=342	cas=108-39-4	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=108-39-4&Units=SI&Mask=480	reason=all_jcamp_downloads_failed	message=ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;ir:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404;uvvis:download_http_404
2026-07-03 02:42:45	cid=343	cas=	modality=	url=	reason=not_found	message=no_cas_in_synonyms
2026-07-03 02:42:45	cid=344	cas=	modality=	url=	reason=not_found	message=no_cas_in_synonyms
2026-07-03 02:42:46	cid=345	cas=89856-34-8	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=89856-34-8&Units=SI&Mask=480	reason=nist_not_found	message=
2026-07-03 02:42:46	cid=346	cas=	modality=	url=	reason=not_found	message=no_cas_in_synonyms
2026-07-03 02:42:46	cid=347	cas=	modality=	url=	reason=not_found	message=no_cas_in_synonyms
2026-07-03 02:42:46	cid=348	cas=	modality=	url=	reason=not_found	message=pubchem_synonyms_404
2026-07-03 02:42:47	cid=349	cas=	modality=	url=	reason=not_found	message=no_cas_in_synonyms
2026-07-03 02:42:47	cid=350	cas=	modality=	url=	reason=not_found	message=no_cas_in_synonyms
2026-07-03 02:42:47	cid=351	cas=	modality=	url=	reason=not_found	message=pubchem_synonyms_404
2026-07-03 02:42:47	cid=352	cas=	modality=	url=	reason=not_found	message=pubchem_synonyms_404
2026-07-03 02:42:47	cid=353	cas=	modality=	url=	reason=not_found	message=pubchem_synonyms_404
2026-07-03 02:42:48	cid=354	cas=	modality=	url=	reason=not_found	message=no_cas_in_synonyms
2026-07-03 02:42:48	cid=355	cas=15573-67-8	modality=	url=https://webbook.nist.gov/cgi/cbook.cgi?ID=15573-67-8&Units=SI&Mask=480	reason=nist_not_found	message=
2026-07-03 02:42:49	cid=356	cas=111-65-9	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C17252776&Index=0&Type=IR	reason=download_http_404	message=
2026-07-03 02:42:49	cid=356	cas=111-65-9	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C17252776&Index=1&Type=IR	reason=download_http_404	message=
2026-07-03 02:42:50	cid=356	cas=111-65-9	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C17252776&Index=2&Type=IR	reason=download_http_404	message=
2026-07-03 02:42:50	cid=356	cas=111-65-9	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C17252776&Index=3&Type=IR	reason=download_http_404	message=
2026-07-03 02:42:50	cid=356	cas=111-65-9	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C17252776&Index=4&Type=IR	reason=download_http_404	message=
2026-07-03 02:43:01	cid=356	cas=111-65-9	modality=ir	url=https://webbook.nist.gov/cgi/cbook.cgi?JCAMP=C17252776&Index=5&Type=IR	reason=download_http_404	message=
