cid,iupac_name,pubchem_inchikey,rdkit_inchikey,canonical_smiles,isomeric_smiles,formula,pubchem_molecular_weight,rdkit_molecular_weight,exact_mass,charge,heavy_atom_count,isotope_atom_count,covalent_unit_count,elements,xlogp,tpsa,h_bond_donor_count,h_bond_acceptor_count,rotatable_bond_count,source
546,2-phosphonoacetic acid,XUYJLQHKOGNDPB-UHFFFAOYSA-N,XUYJLQHKOGNDPB-UHFFFAOYSA-N,O=C(O)CP(=O)(O)O,,C2H5O5P,140.03,140.031,139.98746025,0,8,0,1,C;H;O;P,-2,94.8,3,5,2,PubChem
547,"2-(3,4-dihydroxyphenyl)acetic acid",CFFZDZCDUFSOFZ-UHFFFAOYSA-N,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,O=C(O)Cc1ccc(O)c(O)c1,,C8H8O4,168.15,168.148,168.04225873,0,12,0,1,C;H;O,0.5,77.8,3,4,2,PubChem
548,5-(hydroxymethylidene)-2-oxohept-3-enedioic acid,JCYNPXMAUUAOMA-UHFFFAOYSA-N,JCYNPXMAUUAOMA-UHFFFAOYSA-N,O=C(O)CC(C=CC(=O)C(=O)O)=CO,,C8H8O6,200.14,200.146,200.03208797,0,14,0,1,C;H;O,-0.1,112,3,6,5,PubChem
550,"5-oxopent-3-ene-1,2,5-tricarboxylic acid",WHGVLEMQINVDLH-UHFFFAOYSA-N,WHGVLEMQINVDLH-UHFFFAOYSA-N,O=C(O)CC(C=CC(=O)C(=O)O)C(=O)O,,C8H8O7,216.14,216.145,216.02700259,0,15,0,1,C;H;O,-0.9,129,3,7,6,PubChem
551,"2-hydroxyhepta-2,4-dienedioic acid",ZBCBETMBSDTINL-UHFFFAOYSA-N,ZBCBETMBSDTINL-UHFFFAOYSA-N,O=C(O)CC=CC=C(O)C(=O)O,,C7H8O5,172.13,172.136,172.03717335,0,12,0,1,C;H;O,0.2,94.8,3,5,4,PubChem
553,4-hydroxy-2-oxoheptanedioic acid,HNOAJOYERZTSNK-UHFFFAOYSA-N,HNOAJOYERZTSNK-UHFFFAOYSA-N,O=C(O)CCC(O)CC(=O)C(=O)O,,C7H10O6,190.15,190.151,190.04773803,0,13,0,1,C;H;O,-1.2,112,3,6,6,PubChem
554,"1,1-dimethylpyrrolidin-1-ium-2-carboxylate",CMUNUTVVOOHQPW-UHFFFAOYSA-N,CMUNUTVVOOHQPW-UHFFFAOYSA-N,C[N+]1(C)CCCC1C(=O)[O-],,C7H13NO2,143.18,143.186,143.094628657,0,10,0,1,C;H;N;O,1,40.1,0,2,0,PubChem
555,"1,1-dimethylpyrrolidin-1-ium-2-carboxylic acid",CMUNUTVVOOHQPW-UHFFFAOYSA-O,CMUNUTVVOOHQPW-UHFFFAOYSA-O,C[N+]1(C)CCCC1C(=O)O,,C7H14NO2+,144.19,144.194,144.102453689,1,10,0,1,C;H;N;O,0.4,37.3,1,2,1,PubChem
556,2-(3-carboxypropanoylamino)-5-oxopentanoic acid,XTOKIEIBKARFSZ-UHFFFAOYSA-N,XTOKIEIBKARFSZ-UHFFFAOYSA-N,O=CCCC(NC(=O)CCC(=O)O)C(=O)O,,C9H13NO6,231.20,231.204,231.07428713,0,16,0,1,C;H;N;O,-1.6,121,3,6,8,PubChem
557,1-methylpyrrolidine-2-carboxylic acid,CWLQUGTUXBXTLF-UHFFFAOYSA-N,CWLQUGTUXBXTLF-UHFFFAOYSA-N,CN1CCCC1C(=O)O,,C6H11NO2,129.16,129.159,129.078978594,0,9,0,1,C;H;N;O,-1.9,40.5,1,3,1,PubChem
558,5-(diaminomethylideneamino)-2-oxopentanoic acid,ARBHXJXXVVHMET-UHFFFAOYSA-N,ARBHXJXXVVHMET-UHFFFAOYSA-N,NC(N)=NCCCC(=O)C(=O)O,,C6H11N3O3,173.17,173.172,173.08004122,0,12,0,1,C;H;N;O,-1.6,119,3,4,5,PubChem
559,2-(4-oxobutyl)guanidine,VCOFTLCIPLEZKE-UHFFFAOYSA-N,VCOFTLCIPLEZKE-UHFFFAOYSA-N,NC(N)=NCCCC=O,,C5H11N3O,129.16,129.163,129.090211983,0,9,0,1,C;H;N;O,-1.5,81.5,2,2,4,PubChem
560,"3,4,6-trihydroxy-5-oxohexanoic acid",UCYNJPYWOSFBAT-UHFFFAOYSA-N,UCYNJPYWOSFBAT-UHFFFAOYSA-N,O=C(O)CC(O)C(O)C(=O)CO,,C6H10O6,178.14,178.14,178.04773803,0,12,0,1,C;H;O,-2.4,115,4,6,5,PubChem
561,"(5-methylsulfanyl-2,3-dioxopentyl) dihydrogen phosphate",HKEAOVFNWRDVAJ-UHFFFAOYSA-N,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,CSCCC(=O)C(=O)COP(=O)(O)O,,C6H11O6PS,242.19,242.189,242.00139624,0,14,0,1,C;H;O;P;S,-1.6,126,2,7,7,PubChem
562,"1,2-dihydroxy-5-methylsulfanylpent-1-en-3-one",CILXJJLQPTUUSS-UHFFFAOYSA-N,CILXJJLQPTUUSS-UHFFFAOYSA-N,CSCCC(=O)C(O)=CO,,C6H10O3S,162.21,162.21,162.03506535,0,10,0,1,C;H;O;S,0.8,82.8,2,4,4,PubChem
563,3-methylsulfanylpropanoic acid,CAOMCZAIALVUPA-UHFFFAOYSA-N,CAOMCZAIALVUPA-UHFFFAOYSA-N,CSCCC(=O)O,,C4H8O2S,120.17,120.173,120.02450067,0,7,0,1,C;H;O;S,0.4,62.6,1,3,3,PubChem
564,6-aminohexanoic acid,SLXKOJJOQWFEFD-UHFFFAOYSA-N,SLXKOJJOQWFEFD-UHFFFAOYSA-N,NCCCCCC(=O)O,,C6H13NO2,131.17,131.175,131.094628657,0,9,0,1,C;H;N;O,-3,63.3,2,3,5,PubChem
568,dibenzofuran,TXCDCPKCNAJMEE-UHFFFAOYSA-N,TXCDCPKCNAJMEE-UHFFFAOYSA-N,c1ccc2c(c1)oc1ccccc12,,C12H8O,168.19,168.195,168.057514874,0,13,0,1,C;H;O,4.1,13.1,0,1,0,PubChem
569,"3-(2-hydroxyphenyl)benzene-1,2-diol",USBNIYMZDQVDSO-UHFFFAOYSA-N,USBNIYMZDQVDSO-UHFFFAOYSA-N,Oc1ccccc1-c1cccc(O)c1O,,C12H10O3,202.21,202.209,202.062994177,0,15,0,1,C;H;O,2.5,60.7,3,3,1,PubChem
570,"6-hydroxy-2-oxo-6-phenylhexa-3,5-dienoic acid",YOVXRIACERVBAG-UHFFFAOYSA-N,YOVXRIACERVBAG-UHFFFAOYSA-N,O=C(O)C(=O)C=CC=C(O)c1ccccc1,,C12H10O4,218.20,218.208,218.05790880,0,16,0,1,C;H;O,1.8,74.6,2,4,4,PubChem
571,4-(8-amino-8-oxo-1-sulfanyloctan-3-yl)sulfanyl-4-oxobutanoic acid,RJCJWONCSKSHES-UHFFFAOYSA-N,RJCJWONCSKSHES-UHFFFAOYSA-N,NC(=O)CCCCC(CCS)SC(=O)CCC(=O)O,,C12H21NO4S2,307.4,307.437,307.09120050,0,19,0,1,C;H;N;O;S,0.7,124,3,6,12,PubChem
572,3-[formyl(hydroxy)amino]propylphosphonic acid,GJXWDTUCERCKIX-UHFFFAOYSA-N,GJXWDTUCERCKIX-UHFFFAOYSA-N,O=CN(O)CCCP(=O)(O)O,,C4H10NO5P,183.10,183.1,183.02965942,0,11,0,1,C;H;N;O;P,-2.2,98.1,3,5,4,PubChem
573,"1,3,3-trimethyl-2-[3,7,12,16-tetramethyl-18-(2,6,6-trimethylcyclohexen-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohexene",OENHQHLEOONYIE-UHFFFAOYSA-N,OENHQHLEOONYIE-UHFFFAOYSA-N,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,,C40H56,536.9,536.888,536.438201786,0,40,0,1,C;H,13.5,0,0,0,10,PubChem
577,"[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]azanium",HEPUIGACZYVUCD-UHFFFAOYSA-O,HEPUIGACZYVUCD-UHFFFAOYSA-O,[NH3+]C1C(OC2C(O)C(O)C(O)C(O)C2O)OC(CO)C(O)C1O,,C12H24NO10+,342.32,342.321,342.14002096,1,23,0,1,C;H;N;O,-5.6,208,9,10,3,PubChem
578,"6-[3-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycyclohexane-1,2,3,4,5-pentol",HEPUIGACZYVUCD-UHFFFAOYSA-N,HEPUIGACZYVUCD-UHFFFAOYSA-N,NC1C(OC2C(O)C(O)C(O)C(O)C2O)OC(CO)C(O)C1O,,C12H23NO10,341.31,341.313,341.13219593,0,23,0,1,C;H;N;O,-5.6,206,9,11,3,PubChem
579,"N-[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]acetamide",MRKTUVZZZRUSQR-UHFFFAOYSA-N,MRKTUVZZZRUSQR-UHFFFAOYSA-N,CC(=O)NC1C(OC2C(O)C(O)C(O)C(O)C2O)OC(CO)C(O)C1O,,C14H25NO11,383.35,383.35,383.14276061,0,26,0,1,C;H;N;O,-5.3,209,9,11,4,PubChem
580,"2-acetamido-N-[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]-3-sulfanylpropanamide",MQBCDKMPXVYCGO-UHFFFAOYSA-N,MQBCDKMPXVYCGO-UHFFFAOYSA-N,CC(=O)NC(CS)C(=O)NC1C(OC2C(O)C(O)C(O)C(O)C2O)OC(CO)C(O)C1O,,C17H30N2O12S,486.5,486.496,486.15194557,0,32,0,1,C;H;N;O;S,-5.6,240,11,13,7,PubChem
581,2-acetamido-3-sulfanylpropanoic acid,PWKSKIMOESPYIA-UHFFFAOYSA-N,PWKSKIMOESPYIA-UHFFFAOYSA-N,CC(=O)NC(CS)C(=O)O,,C5H9NO3S,163.20,163.198,163.03031432,0,10,0,1,C;H;N;O;S,0.4,67.4,3,4,3,PubChem
583,1-methyl-5-(1-methylpyridin-1-ium-3-yl)pyrrolidin-2-one,VHRXFWHPQMABEK-UHFFFAOYSA-N,VHRXFWHPQMABEK-UHFFFAOYSA-N,CN1C(=O)CCC1c1ccc[n+](C)c1,,C11H15N2O+,191.25,191.254,191.118438106,1,14,0,1,C;H;N;O,-0.2,24.2,0,1,1,PubChem
584,2-hydroxychromene-2-carboxylic acid,LGYIZQLNYONEFJ-UHFFFAOYSA-N,LGYIZQLNYONEFJ-UHFFFAOYSA-N,O=C(O)C1(O)C=Cc2ccccc2O1,,C10H8O4,192.17,192.17,192.04225873,0,14,0,1,C;H;O,1.8,66.8,2,4,1,PubChem
585,4-(2-hydroxyphenyl)-2-oxobut-3-enoic acid,HMXOGGUFCBUALL-UHFFFAOYSA-N,HMXOGGUFCBUALL-UHFFFAOYSA-N,O=C(O)C(=O)C=Cc1ccccc1O,,C10H8O4,192.17,192.17,192.04225873,0,14,0,1,C;H;O,1.4,74.6,2,4,3,PubChem
586,2-[carbamimidoyl(methyl)amino]acetic acid,CVSVTCORWBXHQV-UHFFFAOYSA-N,CVSVTCORWBXHQV-UHFFFAOYSA-N,CN(CC(=O)O)C(=N)N,,C4H9N3O2,131.13,131.135,131.069476538,0,9,0,1,C;H;N;O,-1.2,90.4,3,3,3,PubChem
587,2-[methyl-(N'-phosphonocarbamimidoyl)amino]acetic acid,DRBBFCLWYRJSJZ-UHFFFAOYSA-N,DRBBFCLWYRJSJZ-UHFFFAOYSA-N,CN(CC(=O)O)C(N)=NP(=O)(O)O,,C4H10N3O5P,211.11,211.114,211.03580743,0,13,0,1,C;H;N;O;P,-2.6,136,4,6,4,PubChem
588,2-amino-3-methyl-4H-imidazol-5-one,DDRJAANPRJIHGJ-UHFFFAOYSA-N,DDRJAANPRJIHGJ-UHFFFAOYSA-N,CN1CC(=O)N=C1N,,C4H7N3O,113.12,113.12,113.058911855,0,8,0,1,C;H;N;O,-1.8,58.7,1,1,0,PubChem
589,4-(trimethylazaniumyl)but-2-enoate,GUYHPGUANSLONG-UHFFFAOYSA-N,GUYHPGUANSLONG-UHFFFAOYSA-N,C[N+](C)(C)CC=CC(=O)[O-],,C7H13NO2,143.18,143.186,143.094628657,0,10,0,1,C;H;N;O,0.7,40.1,0,2,2,PubChem
590,3-carboxyprop-2-enyl(trimethyl)azanium,GUYHPGUANSLONG-UHFFFAOYSA-O,GUYHPGUANSLONG-UHFFFAOYSA-O,C[N+](C)(C)CC=CC(=O)O,,C7H14NO2+,144.19,144.194,144.102453689,1,10,0,1,C;H;N;O,0.1,37.3,1,2,3,PubChem
593,"[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",PCDQPRRSZKQHHS-UHFFFAOYSA-N,PCDQPRRSZKQHHS-UHFFFAOYSA-N,Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1,,C9H16N3O14P3,483.16,483.156,482.98451319,0,29,0,1,C;H;N;O;P,-5.6,268,7,14,8,PubChem
594,2-amino-3-sulfanylpropanoic acid,XUJNEKJLAYXESH-UHFFFAOYSA-N,XUJNEKJLAYXESH-UHFFFAOYSA-N,NC(CS)C(=O)O,,C3H7NO2S,121.16,121.161,121.01974964,0,7,0,1,C;H;N;O;S,-2.5,64.3,3,4,2,PubChem
595,2-amino-3-[(2-amino-2-carboxyethyl)disulfanyl]propanoic acid,LEVWYRKDKASIDU-UHFFFAOYSA-N,LEVWYRKDKASIDU-UHFFFAOYSA-N,NC(CSSCC(N)C(=O)O)C(=O)O,,C6H12N2O4S2,240.3,240.306,240.02384922,0,14,0,1,C;H;N;O;S,-6.3,177,4,8,7,PubChem
596,"4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",UHDGCWIWMRVCDJ-UHFFFAOYSA-N,UHDGCWIWMRVCDJ-UHFFFAOYSA-N,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,,C9H13N3O5,243.22,243.219,243.08552052,0,17,0,1,C;H;N;O,-2.1,129,4,5,2,PubChem
597,6-amino-1H-pyrimidin-2-one,OPTASPLRGRRNAP-UHFFFAOYSA-N,OPTASPLRGRRNAP-UHFFFAOYSA-N,Nc1ccnc(=O)[nH]1,,C4H5N3O,111.10,111.104,111.043261792,0,8,0,1,C;H;N;O,-1.7,67.5,2,2,0,PubChem
598,2-sulfanylethanesulfonic acid,ZNEWHQLOPFWXOF-UHFFFAOYSA-N,ZNEWHQLOPFWXOF-UHFFFAOYSA-N,O=S(=O)(O)CCS,,C2H6O3S2,142.20,142.201,141.97583640,0,7,0,1,C;H;O;S,-0.6,63.8,2,4,2,PubChem
599,2-hydroxy-4-oxopentanedioic acid,WXSKVKPSMAHCSG-UHFFFAOYSA-N,WXSKVKPSMAHCSG-UHFFFAOYSA-N,O=C(O)C(=O)CC(O)C(=O)O,,C5H6O6,162.10,162.097,162.01643791,0,11,0,1,C;H;O,-1.4,112,3,6,4,PubChem
600,"(3,4,5-trihydroxy-6-oxooxan-2-yl)methyl dihydrogen phosphate",IJOJIVNDFQSGAB-UHFFFAOYSA-N,IJOJIVNDFQSGAB-UHFFFAOYSA-N,O=C1OC(COP(=O)(O)O)C(O)C(O)C1O,,C6H11O9P,258.12,258.119,258.01406892,0,16,0,1,C;H;O;P,-3.7,154,5,9,3,PubChem
601,2-(2-aminopropanoylamino)propanoic acid,DEFJQIDDEAULHB-UHFFFAOYSA-N,DEFJQIDDEAULHB-UHFFFAOYSA-N,CC(N)C(=O)NC(C)C(=O)O,,C6H12N2O3,160.17,160.173,160.08479225,0,11,0,1,C;H;N;O,-3.3,92.4,3,4,3,PubChem
602,2-aminopropanoic acid,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,CC(N)C(=O)O,,C3H7NO2,89.09,89.094,89.047678466,0,6,0,1,C;H;N;O,-3,63.3,2,3,1,PubChem
603,"(2,3,4,6-tetrahydroxy-5-oxohexyl) dihydrogen phosphate",GSXOAOHZAIYLCY-UHFFFAOYSA-N,GSXOAOHZAIYLCY-UHFFFAOYSA-N,O=C(CO)C(O)C(O)C(O)COP(=O)(O)O,,C6H13O9P,260.14,260.135,260.02971899,0,16,0,1,C;H;O;P,-4.3,165,6,9,7,PubChem
604,"2,3,4,5,6-pentahydroxyhexanoic acid",RGHNJXZEOKUKBD-UHFFFAOYSA-N,RGHNJXZEOKUKBD-UHFFFAOYSA-N,O=C(O)C(O)C(O)C(O)C(O)CO,,C6H12O7,196.16,196.155,196.05830272,0,13,0,1,C;H;O,-3.4,138,6,7,5,PubChem
606,"[2,3-dihydroxy-3-(1H-imidazol-5-yl)propyl] dihydrogen phosphate",HFYBTHCYPKEDQQ-UHFFFAOYSA-N,HFYBTHCYPKEDQQ-UHFFFAOYSA-N,O=P(O)(O)OCC(O)C(O)c1cnc[nH]1,,C6H11N2O6P,238.14,238.136,238.03547307,0,15,0,1,C;H;N;O;P,-3.2,136,5,7,5,PubChem
607,"2,3,4,5-tetrahydroxyhexanedioic acid",DSLZVSRJTYRBFB-UHFFFAOYSA-N,DSLZVSRJTYRBFB-UHFFFAOYSA-N,O=C(O)C(O)C(O)C(O)C(O)C(=O)O,,C6H10O8,210.14,210.138,210.03756727,0,14,0,1,C;H;O,-2.5,156,6,8,5,PubChem
608,"5-(1,2-dihydroxyethyl)-3,4-dihydroxyoxolan-2-one",SXZYCXMUPBBULW-UHFFFAOYSA-N,SXZYCXMUPBBULW-UHFFFAOYSA-N,O=C1OC(C(O)CO)C(O)C1O,,C6H10O6,178.14,178.14,178.04773803,0,12,0,1,C;H;O,-2,107,4,6,2,PubChem
609,"(5-amino-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate",XHMJOUIAFHJHBW-UHFFFAOYSA-N,XHMJOUIAFHJHBW-UHFFFAOYSA-N,NC1C(O)OC(COP(=O)(O)O)C(O)C1O,,C6H14NO8P,259.15,259.151,259.04570340,0,16,0,1,C;H;N;O;P,-6.8,163,6,9,3,PubChem
610,"3,4,5,6-tetrahydroxyoxane-2-carboxylic acid",AEMOLEFTQBMNLQ-UHFFFAOYSA-N,AEMOLEFTQBMNLQ-UHFFFAOYSA-N,O=C(O)C1OC(O)C(O)C(O)C1O,,C6H10O7,194.14,194.139,194.04265265,0,13,0,1,C;H;O,-2.3,127,5,7,1,PubChem
611,2-aminopentanedioic acid,WHUUTDBJXJRKMK-UHFFFAOYSA-N,WHUUTDBJXJRKMK-UHFFFAOYSA-N,NC(CCC(=O)O)C(=O)O,,C5H9NO4,147.13,147.13,147.05315777,0,10,0,1,C;H;N;O,-3.7,101,3,5,4,PubChem
612,2-hydroxypropanoic acid,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,CC(O)C(=O)O,,C3H6O3,90.08,90.078,90.031694049,0,6,0,1,C;H;O,-0.7,57.5,2,3,1,PubChem
614,pyrrolidine-2-carboxylic acid,ONIBWKKTOPOVIA-UHFFFAOYSA-N,ONIBWKKTOPOVIA-UHFFFAOYSA-N,O=C(O)C1CCCN1,,C5H9NO2,115.13,115.132,115.063328530,0,8,0,1,C;H;N;O,-2.5,49.3,2,3,1,PubChem
615,"(3,4,5-trihydroxy-2-oxopentyl) dihydrogen phosphate",NBOCCPQHBPGYCX-UHFFFAOYSA-N,NBOCCPQHBPGYCX-UHFFFAOYSA-N,O=C(COP(=O)(O)O)C(O)C(O)CO,,C5H11O8P,230.11,230.109,230.01915430,0,14,0,1,C;H;O;P,-3.7,145,5,8,6,PubChem
616,"(2,3,4,5,7-pentahydroxy-6-oxoheptyl) dihydrogen phosphate",JDTUMPKOJBQPKX-UHFFFAOYSA-N,JDTUMPKOJBQPKX-UHFFFAOYSA-N,O=C(CO)C(O)C(O)C(O)C(O)COP(=O)(O)O,,C7H15O10P,290.16,290.161,290.04028367,0,18,0,1,C;H;O;P,-5,185,7,10,8,PubChem
617,2-amino-3-hydroxypropanoic acid,MTCFGRXMJLQNBG-UHFFFAOYSA-N,MTCFGRXMJLQNBG-UHFFFAOYSA-N,NC(CO)C(=O)O,,C3H7NO3,105.09,105.093,105.042593085,0,7,0,1,C;H;N;O,-3.1,83.6,3,4,2,PubChem
618,"2,3,4,5,6-pentahydroxyhexyl dihydrogen phosphate",GACTWZZMVMUKNG-UHFFFAOYSA-N,GACTWZZMVMUKNG-UHFFFAOYSA-N,O=P(O)(O)OCC(O)C(O)C(O)C(O)CO,,C6H15O9P,262.15,262.151,262.04536905,0,16,0,1,C;H;O;P,-4.7,168,7,9,7,PubChem
619,"1,3,4,5-tetrahydroxypentan-2-one",ZAQJHHRNXZUBTE-UHFFFAOYSA-N,ZAQJHHRNXZUBTE-UHFFFAOYSA-N,O=C(CO)C(O)C(O)CO,,C5H10O5,150.13,150.13,150.05282342,0,10,0,1,C;H;O,-2.6,98,4,5,4,PubChem
620,[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate,DAEAPNUQQAICNR-UHFFFAOYSA-N,DAEAPNUQQAICNR-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1,,C10H15N5O9P2,411.20,411.204,411.03450107,0,26,0,1,C;H;N;O;P,-3.3,212,5,13,6,PubChem
621,[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate,KHWCHTKSEGGWEX-UHFFFAOYSA-N,KHWCHTKSEGGWEX-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)O)O1,,C10H14N5O6P,331.22,331.225,331.06817018,0,22,0,1,C;H;N;O;P,-2.2,166,4,10,4,PubChem
622,[[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate,SUYVUBYJARFZHO-UHFFFAOYSA-N,SUYVUBYJARFZHO-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,,C10H16N5O12P3,491.18,491.183,491.00083196,0,30,0,1,C;H;N;O;P,-4.4,259,6,16,8,PubChem
623,[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate,FTDHDKPUHBLBTL-UHFFFAOYSA-N,FTDHDKPUHBLBTL-UHFFFAOYSA-N,Nc1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,,C9H15N3O10P2,387.18,387.178,387.02326768,0,24,0,1,C;H;N;O;P,-4.5,201,5,10,6,PubChem
624,[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate,NCMVOABPESMRCP-UHFFFAOYSA-N,NCMVOABPESMRCP-UHFFFAOYSA-N,Nc1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)n1,,C9H14N3O7P,307.20,307.199,307.05693679,0,20,0,1,C;H;N;O;P,-3.4,155,4,7,4,PubChem
625,[[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate,RGWHQCVHVJXOKC-UHFFFAOYSA-N,RGWHQCVHVJXOKC-UHFFFAOYSA-N,Nc1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,,C9H16N3O13P3,467.16,467.157,466.98959857,0,28,0,1,C;H;N;O;P,-5.6,248,6,13,8,PubChem
626,"3,4,5,6-tetrahydroxyhexanoic acid",PALQXFMLVVWXFD-UHFFFAOYSA-N,PALQXFMLVVWXFD-UHFFFAOYSA-N,O=C(O)CC(O)C(O)C(O)CO,,C6H12O6,180.16,180.156,180.06338810,0,12,0,1,C;H;O,-2.8,118,5,6,5,PubChem
627,"4,5,6-trihydroxy-3-oxohexanoic acid",CNLFCQPCBQQMHK-UHFFFAOYSA-N,CNLFCQPCBQQMHK-UHFFFAOYSA-N,O=C(O)CC(=O)C(O)C(O)CO,,C6H10O6,178.14,178.14,178.04773803,0,12,0,1,C;H;O,-2.3,115,4,6,5,PubChem
628,"1-[5-[[[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]pyridin-1-ium-3-carboxylic acid",SENPVEZBRZQVST-UHFFFAOYSA-O,SENPVEZBRZQVST-UHFFFAOYSA-O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC([n+]3cccc(C(=O)O)c3)C(O)C2O)C(O)C1O,,C21H27N6O15P2+,665.4,665.422,665.10096317,1,44,0,1,C;H;N;O;P,-5.3,312,8,19,11,PubChem
629,"3-[[3-amino-5-[carbamimidoyl(methyl)amino]pentanoyl]amino]-6-(2,4-dioxopyrimidin-1-yl)-3,6-dihydro-2H-pyran-2-carboxylic acid",REIIQZAQCCFGIJ-UHFFFAOYSA-N,REIIQZAQCCFGIJ-UHFFFAOYSA-N,CN(CCC(N)CC(=O)NC1C=CC(n2ccc(=O)[nH]c2=O)OC1C(=O)O)C(=N)N,,C17H25N7O6,423.4,423.43,423.18663154,0,30,0,1,C;H;N;O,-4.9,204,6,8,9,PubChem
630,"1,3,4-trihydroxy-5-oxocyclohexane-1-carboxylic acid",WVMWZWGZRAXUBK-UHFFFAOYSA-N,WVMWZWGZRAXUBK-UHFFFAOYSA-N,O=C1CC(O)(C(=O)O)CC(O)C1O,,C7H10O6,190.15,190.151,190.04773803,0,13,0,1,C;H;O,-2.4,115,4,6,1,PubChem
631,2-amino-1-hydroxyoctadecan-3-one,KBUNOSOGGAARKZ-UHFFFAOYSA-N,KBUNOSOGGAARKZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)C(N)CO,,C18H37NO2,299.5,299.499,299.282429423,0,21,0,1,C;H;N;O,5.7,63.3,2,3,16,PubChem
632,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylic acid",CXMBCXQHOXUCEO-UHFFFAOYSA-N,CXMBCXQHOXUCEO-UHFFFAOYSA-N,O=C(O)C1=NC(C(=O)O)CCC1,,C7H9NO4,171.15,171.152,171.05315777,0,12,0,1,C;H;N;O,-0.2,87,2,5,2,PubChem
633,"2-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)naphthalene-1,4-dione",GDUBPWSFXUAETN-UHFFFAOYSA-N,GDUBPWSFXUAETN-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=CC(=O)c2ccccc2C1=O,,C50H70O2,703.1,703.108,702.53758147,0,52,0,1,C;H;O,16.8,34.1,0,2,23,PubChem
634,[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl] dihydrogen phosphate,KBDKAJNTYKVSEK-UHFFFAOYSA-N,KBDKAJNTYKVSEK-UHFFFAOYSA-N,O=P(O)(O)OC1CC(O)C(CO)O1,,C5H11O7P,214.11,214.11,214.02423968,0,13,0,1,C;H;O;P,-2.1,116,4,7,3,PubChem
